school_name,school_type,address,city,county,phone,email,official_website,grades_raw,county_fit,grade_fit,school_type_fit,source_system,source_url,verification_status,notes
Pathways School,private_elementary,"1877 WEST OAK RIDGE ROAD, ORLANDO, FL 32809",Orlando,Orange,(407) 816-2040,somedaycj@aol.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CHRISTINA JAMES. Source: FLDOE Private School Directory, Orange County."
Peaceforce Christian Academy,private_elementary,"501 WILMER AVENUE, ORLANDO, FL 32808",Orlando,Orange,(407) 290-9279,egonzalez@peaceforceca.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ZOILA J. QUINTERO. Source: FLDOE Private School Directory, Orange County."
Phoenix Freedom Academy,private_elementary,"1707 TERRA COTTA COURT, ORLANDO, FL 32825",Orlando,Orange,(407) 232-2726,qahypolite@phoenixfreedommaryland.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: QUORNELIA A HYPOLITE. Source: FLDOE Private School Directory, Orange County."
Pine Castle Christian Academy,private_elementary,"7101 LAKE ELLENOR DR., ORLANDO, FL 32809",Orlando,Orange,(407) 313-7222,pachecom@pccaeagles.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MICHELLE PACHECO. Source: FLDOE Private School Directory, Orange County."
Potter'S House Academy,private_elementary,"7051 PERSHING AVE, ORLANDO, FL 32822",Orlando,Orange,(407) 367-0435,tcastillo@phaorlando.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TIFFANY CASTILLO. Source: FLDOE Private School Directory, Orange County."
Providence Christian Preparatory School,private_elementary,"3311 N. POWERS DRIVE, ORLANDO, FL 32818",Orlando,Orange,(407) 553-8300,cecilialois@aol.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MS CECILIA UKACHI-LOIS. Source: FLDOE Private School Directory, Orange County."
Quest Kids,private_elementary,"123 E. LIVINGSTON STREET, ORLANDO, FL 32801",Orlando,Orange,(407) 237-7356,mlopez@questinc.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MELISSA LOPEZ. Source: FLDOE Private School Directory, Orange County."
Radiant Life Academy,private_elementary,"8151 CLARCONA OCOEE RD, ORLANDO, FL 32818",Orlando,Orange,(407) 299-7460,scromwell@rlalions.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: STACIA CROMWELL. Source: FLDOE Private School Directory, Orange County."
Raising Knowledge Academy Inc.,private_elementary,"2132 CENTRAL FLORIDA PARKWAY SUITE C-8, ORLANDO, FL 32837",Orlando,Orange,(407) 888-9595,ariamecotto@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ARIAM E COTTO  MARIA E ROJAS. Source: FLDOE Private School Directory, Orange County."
Regency Christian Academy,private_elementary,"11513 S. ORANGE BLOSSOM TRAIL, ORLANDO, FL 32837",Orlando,Orange,(407) 851-7270,jshiver@rcaschool.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JASON SHIVER. Source: FLDOE Private School Directory, Orange County."
Renaissance School Of The Arts,private_elementary,"1214 W. ROBINSON ST., ORLANDO, FL 32805",Orlando,Orange,(407) 512-0402,pastorbyron.trc@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: BYRON TURTON. Source: FLDOE Private School Directory, Orange County."
Revelation Christian Academy Orlando,private_elementary,"4484 N JOHN YOUNG PKWY, ORLANDO, FL 32804",Orlando,Orange,(407) 214-4201,nena@rcastallions.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: NENA SCHUTTER. Source: FLDOE Private School Directory, Orange County."
Riverside Preparatory Academy,private_elementary,"1865 N ECONLOCKHATCHEE TRAIL, ORLANDO, FL 32817",Orlando,Orange,(407) 237-9329,leilani@aetutors.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LEILANI MORALES-STONE. Source: FLDOE Private School Directory, Orange County."
Rjb Christian School,private_elementary,"6308 W. COLONIAL DR., ORLANDO, FL 32818",Orlando,Orange,(407) 574-5651,rbeujm@aol.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: URIEL JEAN-BAPTISTE. Source: FLDOE Private School Directory, Orange County."
Royalty Harvest Academy,private_elementary,"7507 ALOMA AVE SUITE 2, WINTER PARK, FL 32792",Winter Park,Orange,(407) 960-1003,royaltyharvestacademy@outlook.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: RHONDA GORDON. Source: FLDOE Private School Directory, Orange County."
S.H.I.P. Academy,private_elementary,"639 N. PINE HILL RD 109, ORLANDO, FL 32808",Orlando,Orange,(407) 296-6205,cprministries@hotmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: CYNTHIA P. ROBERTS. Source: FLDOE Private School Directory, Orange County."
Saints Academy Inc.,private_elementary,"3705 N. APOPKA - VINELAND ROAD, ORLANDO, FL 32818",Orlando,Orange,(407) 683-5537,vivian1233@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: VIVIAN A. WILLIAMS. Source: FLDOE Private School Directory, Orange County."
Sancta Familia Academy,private_elementary,"12001 RESEARCH PKWY SUITE 236, ORLANDO, FL 32826",Orlando,Orange,(321) 468-7195,sanctafamiliaorlando@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: REBECCA CAMPBELL. Source: FLDOE Private School Directory, Orange County."
Saneaux Christian Academy,private_elementary,"11021 PRAIRIE HAWK DRIVE, ORLANDO, FL 32837",Orlando,Orange,(352) 277-1732,1mhylloath@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JOYCE NIEVES. Source: FLDOE Private School Directory, Orange County."
Santiago Friends Academy,private_elementary,"50 WILLOW DRIVE, ORLANDO, FL 32807",Orlando,Orange,(407) 895-0801,academy@santiagoandfriends.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANGEL COLEMAN. Source: FLDOE Private School Directory, Orange County."
Scholar'S Prep Academy Inc,private_elementary,"800 NORTH PINEHILLS ROAD, ORLANDO, FL 32808",Orlando,Orange,(407) 485-3664,directorjex@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KRISTA RENEE JEX. Source: FLDOE Private School Directory, Orange County."
South Orlando Christian Academy,private_elementary,"5815 MAKOMA DRIVE, ORLANDO, FL 32839",Orlando,Orange,(407) 859-9511,erc71011@yahoo.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ELIZABETH CAMPO. Source: FLDOE Private School Directory, Orange County."
Southeastern Preparatory Academy,private_elementary,"8701 MAITLAND SUMMIT BLVD, ORLANDO, FL 32810",Orlando,Orange,(336) 583-1130,admin@southeasternpreparatoryacademy.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DOMINIQUE BOOKER. Source: FLDOE Private School Directory, Orange County."
Spring Of Life Early Learning Center,private_elementary,"11101 MOSS PARK RD, ORLANDO, FL 32832",Orlando,Orange,(407) 282-8689,margo.cook@springchurch.org,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MARGO COOK. Source: FLDOE Private School Directory, Orange County."
Storybook School Conway Llc,private_elementary,"5495 LAKE MARGARET DRIVE, ORLANDO, FL 32812",Orlando,Orange,(407) 658-2675,conway@storybookschoolorlando.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: GABRIELLA CAMACHO. Source: FLDOE Private School Directory, Orange County."
Storybook School Llc,private_elementary,"209 W OAKRIDGE ROAD, ORLANDO, FL 32809",Orlando,Orange,(407) 851-2955,solianis1@yahoo.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: SOLIANIS CARABALLO. Source: FLDOE Private School Directory, Orange County."
Streamline Learning,private_elementary,"2252 EAST SEMORAN BLVD, APOPKA, FL 32703",Apopka,Orange,(321) 340-6111,support@streamlinelearning.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: NICOLE HORTON-HARRIS. Source: FLDOE Private School Directory, Orange County."
Tdr Learning Academy,private_elementary,"3057 CURRY FORD ROAD UNIT1B-3B, ORLANDO, FL 32806",Orlando,Orange,(407) 694-8595,tdr.learningacademy@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: HECTOR SANCHEZ. Source: FLDOE Private School Directory, Orange County."
Teach Enrich Focus Academy,private_elementary,"3361 ROUSE ROAD, ORLANDO, FL 32817",Orlando,Orange,(689) 300-4446,t.millien@teachenrich.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TANYA MILLIEN. Source: FLDOE Private School Directory, Orange County."
The Conrad Academy,private_elementary,"2000 N GOLDENROD ROAD, ORLANDO, FL 32807",Orlando,Orange,(407) 243-2211,tmills@conradacademy.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TAWANDA MILLS. Source: FLDOE Private School Directory, Orange County."
The First Academy,private_elementary,"2667 BRUTON BLVD, ORLANDO, FL 32805",Orlando,Orange,(407) 206-8758,leighannharris@thefirstacademy.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LEIGHANN HARRIS. Source: FLDOE Private School Directory, Orange County."
The First Hope Of The First Academy,private_elementary,"3000 S JOHN YOUNG PKWY, ORLANDO, FL 32805",Orlando,Orange,(407) 206-8801,angelalexander@thefirstacademy.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ANGEL ALEXANDER. Source: FLDOE Private School Directory, Orange County."
The Goddard School Winter Garden,private_elementary,"2007 AVALON RD, WINTER GARDEN, FL 34787",Winter Garden,Orange,(407) 777-2791,jessica.gillespie@goddardschools.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: JESSICA LESSIN. Source: FLDOE Private School Directory, Orange County."
The International School Of First Orlando,private_elementary,"10564 2ND AVE., OCOEE, FL 34761",Ocoee,Orange,(407) 777-4847,aracelispagan@theinternationalschool.com.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ARACELIS PAGAN. Source: FLDOE Private School Directory, Orange County."
The Paramount School/Isa,private_elementary,"4055 W TOWN CENTER BLVD, ORLANDO, FL 32837",Orlando,Orange,(407) 802-2774,iperez@isautism.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ISAMARA PEREZ. Source: FLDOE Private School Directory, Orange County."
Thomas Leadership Academy,private_elementary,"107 WYMORE ROAD, EATONVILLE, FL 32751",Eatonville,Orange,(407) 622-1330,admin@thomasleadershipacademy.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DR. CHERYL THOMAS. Source: FLDOE Private School Directory, Orange County."
Top Spot Academy,private_elementary,"1715 LAKE PICKETT ROAD, ORLANDO, FL 32826",Orlando,Orange,(407) 990-7772,mariacpereda2001@gmail.com,,PK-K,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MARIA PEREDA. Source: FLDOE Private School Directory, Orange County."
Transformation Academy Of The Arts,private_elementary,"6900 SILVER STAR RD STE 112, ORLANDO, FL 32818",Orlando,Orange,(407) 257-0772,teddkit@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: C HORACE KITSON. Source: FLDOE Private School Directory, Orange County."
Treasure Of Knowledge Christian Academy,private_elementary,"13001 LANDSTAR BLVD., ORLANDO, FL 32824",Orlando,Orange,(407) 859-8755,katielang@tkcaorlando.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KATIE LANG. Source: FLDOE Private School Directory, Orange County."
Trinity Christian School,private_elementary,"1022 S. ORANGE BLOSSOM TRAIL, APOPKA, FL 32703",Apopka,Orange,(407) 886-0212,nmutters@tcsapopka.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: NICOLE MUTTERS. Source: FLDOE Private School Directory, Orange County."
Tts Mentoring & Development Services Llc,private_elementary,"924 N MAGNOLIA AVE UNIT 1015, ORLANDO, FL 32803",Orlando,Orange,(800) 591-1051,ttsmentoringservices@gmail.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: TRINA LENNEAR. Source: FLDOE Private School Directory, Orange County."
Vanguard Preparatory Academy,private_elementary,"9100 CONROY WINDERMERE RD 200, WINDERMERE, FL 34786",Windermere,Orange,(855) 765-4872,rferrell@vanguardprepacademy.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: RICK FERRELL. Source: FLDOE Private School Directory, Orange County."
Victory Academy,private_elementary,"10301 E. COLONIAL DR., ORLANDO, FL 32817",Orlando,Orange,(407) 484-1757,admin@victoryacademyschool.org,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: KATHERINE NORFLEET. Source: FLDOE Private School Directory, Orange County."
Victory Christian Academy,private_elementary,"240 N. IVEY LANE, ORLANDO, FL 32811",Orlando,Orange,(407) 295-3332,vca@vcaorlando.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: LAKISHA M. ROBINSON. Source: FLDOE Private School Directory, Orange County."
Way Of Wisdom Academy,private_elementary,"2053 AMERICANA BLVD, ORLANDO, FL 32839",Orlando,Orange,(407) 745-5225,denisse232920@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: DENISSE LOPEZ. Source: FLDOE Private School Directory, Orange County."
West Oaks Academy,private_elementary,"8624 A.D. MIMS ROAD, ORLANDO, FL 32818",Orlando,Orange,(321) 352-7711,tparlier@westoaksacademy.net,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: THOMAS W. PARLIER. Source: FLDOE Private School Directory, Orange County."
Whitney M Young Academy,private_elementary,"595 W CHURCH ST UNIT J, ORLANDO, FL 32808",Orlando,Orange,(407) 841-7654,egrace@cful.org,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ELIZABETH R GRACE. Source: FLDOE Private School Directory, Orange County."
Windermere Preparatory School,private_elementary,"6189 WINTER GARDEN-VINELAND RD, WINDERMERE, FL 34786",Windermere,Orange,(407) 905-7737,alex.birchenall@windermereprep.com,,PK-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: ALEX BIRCHENALL. Source: FLDOE Private School Directory, Orange County."
World Changers Christian Academy,private_elementary,"6827 N ORANGE BLOSSOM TRL, ORLANDO, FL 32810",Orlando,Orange,(407) 203-6261,worldchangerschristianacademy@gmail.com,,K-12,yes,yes,yes,FLDOE_Private,https://www.floridaschoolchoice.org/information/PrivateSchoolDirectory/,confirmed,"Director: MANUEL SERRANO. Source: FLDOE Private School Directory, Orange County."
